yyyy,mo,dd,hh,mm,WT_E,WT_N,WT_W,WT_S
2012,4,18,11,0,-0.122532218,-999,-0.210765132,-0.143258314
2012,4,18,12,0,-0.124488835,-999,-0.212730343,-0.145220971
2012,4,18,13,0,-0.12644544,-999,-0.214695544,-0.146203561
2012,4,18,14,0,-0.128402032,-999,-0.216660735,-0.147186145
2012,4,18,15,0,-0.129381865,-999,-0.217644556,-0.149148775
2012,4,18,16,0,-0.130361691,-999,-0.218628371,-0.149151299
2012,4,18,17,0,-0.130364769,-999,-0.218630825,-0.150133868
2012,4,18,18,0,-0.130367847,-999,-0.21863328,-0.149156346
2012,4,18,19,0,-0.130370924,-999,-0.217654383,-0.14915887
2012,4,18,20,0,-0.12939727,-999,-0.216675491,-0.149161393
2012,4,18,21,0,-0.128423621,-999,-0.21667795,-0.149163917
2012,4,18,22,0,-0.128426705,-999,-0.215699065,-0.14916644
2012,4,18,23,0,-0.129406513,-999,-0.215701527,-0.149168964
2012,4,19,0,0,-0.129409594,-999,-0.215703989,-0.149171487
2012,4,19,1,0,-0.130389392,-999,-0.21570645,-0.149174011
2012,4,19,2,0,-0.131369185,-999,-0.216690246,-0.150156556
2012,4,19,3,0,-0.132348971,-999,-0.217674037,-0.151139096
2012,4,19,4,0,-0.133328751,-999,-0.218657823,-0.152121631
2012,4,19,5,0,-0.13528523,-999,-0.219641604,-0.152124147
2012,4,19,6,0,-0.136264995,-999,-0.22062538,-0.154086685
2012,4,19,7,0,-0.137244753,-999,-0.221609152,-0.155069204
2012,4,19,8,0,-0.138224506,-999,-0.223574237,-0.156051717
2012,4,19,9,0,-0.140180945,-999,-0.224557996,-0.157034226
2012,4,19,10,0,-0.141160682,-999,-0.226523065,-0.158016729
2012,4,19,11,0,-0.142140413,-999,-0.2265255,-0.158999227
2012,4,19,12,0,-0.143120138,-999,-0.227509244,-0.15998172
2012,4,19,13,0,-0.144099857,-999,-0.228492983,-0.160964207
2012,4,19,14,0,-0.145079569,-999,-0.229476718,-0.161946689
2012,4,19,15,0,-0.145082601,-999,-0.230460447,-0.161949179
2012,4,19,16,0,-0.145085633,-999,-0.230462872,-0.161951668
2012,4,19,17,0,-0.145088665,-999,-0.228502702,-0.159014211
2012,4,19,18,0,-0.142161701,-999,-0.226542542,-0.156076769
2012,4,19,19,0,-0.139234756,-999,-0.222619808,-0.153139343
2012,4,19,20,0,-0.136307829,-999,-0.220659672,-0.151181907
2012,4,19,21,0,-0.134357576,-999,-0.218699547,-0.150204454
2012,4,19,22,0,-0.133383989,-999,-0.216739431,-0.149227006
2012,4,19,23,0,-0.132410407,-999,-0.21674189,-0.149229529
2012,4,20,0,0,-0.132413479,-999,-0.215763069,-0.149232053
2012,4,20,1,0,-0.132416551,-999,-0.215765531,-0.149234576
2012,4,20,2,0,-0.133396264,-999,-0.215767993,-0.1492371
2012,4,20,3,0,-0.133399332,-999,-0.216751727,-0.150219579
2012,4,20,4,0,-0.133402401,-999,-0.216754187,-0.1502221
2012,4,20,5,0,-0.13340547,-999,-0.216756646,-0.151204572
2012,4,20,6,0,-0.134385167,-999,-0.21774037,-0.152187038
2012,4,20,7,0,-0.135364858,-999,-0.21872409,-0.154149445
2012,4,20,8,0,-0.135367921,-999,-0.218726544,-0.154151955
2012,4,20,9,0,-0.136347603,-999,-0.219710257,-0.155134406
2012,4,20,10,0,-0.135374046,-999,-0.218731453,-0.155136914
2012,4,20,11,0,-0.122681137,-999,-0.215790148,-0.147299942
2012,4,20,12,0,-0.110964917,-999,-0.206961354,-0.139463012
2012,4,20,13,0,-0.103155199,-999,-0.198132605,-0.134565914
2012,4,20,14,0,-0.099251947,-999,-0.193228882,-0.131628696
2012,4,20,15,0,-0.095348719,-999,-0.189306427,-0.128691493
2012,4,20,16,0,-0.085585928,-999,-0.18342151,-0.122814541
2012,4,20,17,0,-0.071916819,-999,-0.174592908,-0.111058106
2012,4,20,18,0,-0.06606053,-999,-0.16085817,-0.10028165
2012,4,20,19,0,-0.064110633,-999,-0.155954602,-0.097344563
2012,4,20,20,0,-0.060207576,-999,-0.150069828,-0.093427581
2012,4,20,21,0,-0.055327962,-999,-0.141241398,-0.08951062
2012,4,20,22,0,-0.055331276,-999,-0.138300368,-0.088533397
2012,4,20,23,0,-0.056311166,-999,-0.138303024,-0.088536084
2012,4,21,0,0,-0.05729105,-999,-0.1392869,-0.088538771
2012,4,21,1,0,-0.058270928,-999,-0.141251991,-0.089521355
2012,4,21,2,0,-0.060227367,-999,-0.144198288,-0.09148383
2012,4,21,3,0,-0.062183794,-999,-0.147144571,-0.093446295
2012,4,21,4,0,-0.063163648,-999,-0.150090838,-0.096388639
2012,4,21,5,0,-0.065120054,-999,-0.152055882,-0.09835108
2012,4,21,6,0,-0.066099892,-999,-0.155983329,-0.099333625
2012,4,21,7,0,-0.068056276,-999,-0.157948349,-0.101296047
2012,4,21,8,0,-0.069036099,-999,-0.159913358,-0.102278579
2012,4,21,9,0,-0.070015916,-999,-0.161878358,-0.103261106
2012,4,21,10,0,-0.070995726,-999,-0.162862151,-0.104243628
2012,4,21,11,0,-0.070998991,-999,-0.164827134,-0.105226144
2012,4,21,12,0,-0.071002256,-999,-0.165810915,-0.107188525
2012,4,21,13,0,-0.071982055,-999,-0.166794691,-0.107191161
2012,4,21,14,0,-0.071985316,-999,-0.166797276,-0.107193798
2012,4,21,15,0,-0.071012051,-999,-0.165818676,-0.105236712
2012,4,21,16,0,-0.068085742,-999,-0.161896535,-0.103279636
2012,4,21,17,0,-0.066135974,-999,-0.158955594,-0.101322571
2012,4,21,18,0,-0.066139254,-999,-0.157977021,-0.101325224
2012,4,21,19,0,-0.066142534,-999,-0.156998453,-0.101327876
2012,4,21,20,0,-0.067122326,-999,-0.158963406,-0.102310376
2012,4,21,21,0,-0.069078622,-999,-0.16092835,-0.104272717
2012,4,21,22,0,-0.071034905,-999,-0.162893283,-0.106235048
2012,4,21,23,0,-0.072991175,-999,-0.165839372,-0.108197368
2012,4,22,0,0,-0.073970934,-999,-0.167804283,-0.109179839
2012,4,22,1,0,-0.075927183,-999,-0.170750344,-0.111142141
2012,4,22,2,0,-0.07788342,-999,-0.172715233,-0.113104432
2012,4,22,3,0,-0.078863155,-999,-0.175661268,-0.115066712
2012,4,22,4,0,-0.08081937,-999,-0.177626135,-0.116049155
2012,4,22,5,0,-0.080822604,-999,-0.180572142,-0.118011417
2012,4,22,6,0,-0.084731765,-999,-0.183518135,-0.119973668
2012,4,22,7,0,-0.086687943,-999,-0.185482967,-0.121935909
2012,4,22,8,0,-0.089620585,-999,-0.18744779,-0.122918323
2012,4,22,9,0,-0.091576737,-999,-0.190393744,-0.123900732
2012,4,22,10,0,-0.093532876,-999,-0.192358545,-0.125862946
2012,4,22,11,0,-0.096465468,-999,-0.194323336,-0.12782515
2012,4,22,12,0,-0.09842158,-999,-0.196288117,-0.128807538
2012,4,22,13,0,-0.099401219,-999,-0.195309497,-0.128810117
2012,4,22,14,0,-0.092569196,-999,-0.191387499,-0.12293389
2012,4,22,15,0,-0.082807854,-999,-0.18550327,-0.115098099
2012,4,22,16,0,-0.074999476,-999,-0.176675702,-0.108242145
2012,4,22,17,0,-0.071096937,-999,-0.169810419,-0.102366021
2012,4,22,18,0,-0.068170868,-999,-0.16294517,-0.10040909
2012,4,22,19,0,-0.066221258,-999,-0.159023302,-0.099431958
2012,4,22,20,0,-0.0652481,-999,-0.158044793,-0.099434615
2012,4,22,21,0,-0.065251383,-999,-0.157066289,-0.099437273
2012,4,22,22,0,-0.065254666,-999,-0.158050006,-0.10041971
2012,4,22,23,0,-0.067210808,-999,-0.160014824,-0.10238192
2012,4,23,0,0,-0.070143365,-999,-0.161979632,-0.104344119
2012,4,23,1,0,-0.072099479,-999,-0.164925532,-0.106306307
2012,4,23,2,0,-0.074055581,-999,-0.167871416,-0.108268485
2012,4,23,3,0,-0.076011671,-999,-0.170817286,-0.111210419
2012,4,23,4,0,-0.077967749,-999,-0.173763141,-0.113172573
2012,4,23,5,0,-0.079923814,-999,-0.17572789,-0.115134717
2012,4,23,6,0,-0.08090346,-999,-0.179654807,-0.116117091
2012,4,23,7,0,-0.082859504,-999,-0.181619531,-0.118079217
2012,4,23,8,0,-0.084815535,-999,-0.18456533,-0.120041331
2012,4,23,9,0,-0.087747954,-999,-0.186530032,-0.122003436
2012,4,23,10,0,-0.088727562,-999,-0.189475804,-0.122985781
2012,4,23,11,0,-0.086777987,-999,-0.190459408,-0.120049139
2012,4,23,12,0,-0.078970086,-999,-0.186537639,-0.112213797
2012,4,23,13,0,-0.073115007,-999,-0.178691603,-0.106337978
2012,4,23,14,0,-0.066283582,-999,-0.169864538,-0.098502715
2012,4,23,15,0,-0.059452199,-999,-0.160056451,-0.0936067
2012,4,23,16,0,-0.056526369,-999,-0.154172669,-0.091649908
2012,4,23,17,0,-0.053600557,-999,-0.15025104,-0.089693127
2012,4,23,18,0,-0.052627506,-999,-0.14632943,-0.088716084
2012,4,23,19,0,-0.052630829,-999,-0.144369953,-0.08871877
2012,4,23,20,0,-0.052634152,-999,-0.143391539,-0.088721457
2012,4,23,21,0,-0.053613837,-999,-0.143394183,-0.088724143
2012,4,23,22,0,-0.056546234,-999,-0.143396826,-0.089706547
2012,4,23,23,0,-0.058502256,-999,-0.145361563,-0.091668659
2012,4,24,0,0,-0.060458267,-999,-0.146345246,-0.09363076
2012,4,24,1,0,-0.061437915,-999,-0.149291008,-0.095592852
2012,4,24,2,0,-0.063393904,-999,-0.151255715,-0.096575226
2012,4,24,3,0,-0.06534988,-999,-0.15420145,-0.098537299
2012,4,24,4,0,-0.066329504,-999,-0.156166135,-0.09951966
2012,4,24,5,0,-0.067309122,-999,-0.158130811,-0.100502016
2012,4,24,6,0,-0.069265068,-999,-0.160095477,-0.102464062
2012,4,24,7,0,-0.07024467,-999,-0.162060133,-0.102466712
2012,4,24,8,0,-0.070247938,-999,-0.163043754,-0.103449052
2012,4,24,9,0,-0.070251206,-999,-0.164027371,-0.103451699
2012,4,24,10,0,-0.064396541,-999,-0.159124864,-0.092677809
2012,4,24,11,0,-0.048778721,-999,-0.144412208,-0.081903977
2012,4,24,12,0,-0.04292416,-999,-0.136566731,-0.079947323
2012,4,24,13,0,-0.042927514,-999,-0.133626354,-0.079950033
2012,4,24,14,0,-0.046836107,-999,-0.132648012,-0.079952743
2012,4,24,15,0,-0.050744676,-999,-0.132650683,-0.079955453
2012,4,24,16,0,-0.052700613,-999,-0.133634358,-0.081917502
2012,4,24,17,0,-0.055632838,-999,-0.136580034,-0.083879541
2012,4,24,18,0,-0.057588748,-999,-0.138544695,-0.085841569
2012,4,24,19,0,-0.059544644,-999,-0.140509346,-0.087803586
2012,4,24,20,0,-0.061500529,-999,-0.143454982,-0.090745252
2012,4,24,21,0,-0.062480113,-999,-0.146400604,-0.093686902
2012,4,24,22,0,-0.064435976,-999,-0.150327201,-0.095648883
2012,4,24,23,0,-0.066391827,-999,-0.154253779,-0.098590504
2012,4,25,0,0,-0.068347666,-999,-0.157199351,-0.100552461
2012,4,25,1,0,-0.070303493,-999,-0.160144909,-0.102514408
2012,4,25,2,0,-0.072259307,-999,-0.164071432,-0.104476344
2012,4,25,3,0,-0.074215109,-999,-0.167016958,-0.10741791
2012,4,25,4,0,-0.074218364,-999,-0.168981494,-0.109379822
2012,4,25,5,0,-0.077150412,-999,-0.171926993,-0.110362089
2012,4,25,6,0,-0.078129919,-999,-0.175853447,-0.112323982
2012,4,25,7,0,-0.080085678,-999,-0.178798914,-0.114285866
2012,4,25,8,0,-0.08301768,-999,-0.181744367,-0.116247739
2012,4,25,9,0,-0.085949663,-999,-0.184689804,-0.118209601
2012,4,25,10,0,-0.088881628,-999,-0.186654266,-0.120171453
2012,4,25,11,0,-0.091813574,-999,-0.189599676,-0.121153675
2012,4,25,12,0,-0.094745503,-999,-0.189602204,-0.120176658
2012,4,25,13,0,-0.089867497,-999,-0.186661872,-0.115281189
2012,4,25,14,0,-0.085965758,-999,-0.181759653,-0.11234497
2012,4,25,15,0,-0.082064043,-999,-0.176857458,-0.108429158
2012,4,25,16,0,-0.078162353,-999,-0.171955287,-0.105492973
2012,4,25,17,0,-0.076213142,-999,-0.129777284,-0.104516011
2012,4,25,18,0,-0.076216392,-999,-0.127818079,-0.104518656
2012,4,25,19,0,-0.07524342,-999,-0.127820762,-0.1045213
2012,4,25,20,0,-0.075246673,-999,-0.128804381,-0.104523945
2012,4,25,21,0,-0.075249926,-999,-0.130768929,-0.107465369
2012,4,25,22,0,-0.075253178,-999,-0.133714398,-0.109427186
2012,4,25,23,0,-0.077208848,-999,-0.136659853,-0.111388993
2012,4,26,0,0,-0.079164506,-999,-0.139605293,-0.11335079
2012,4,26,1,0,-0.080143949,-999,-0.141569794,-0.114332994
2012,4,26,2,0,-0.081123386,-999,-0.144515207,-0.115315192
2012,4,26,3,0,-0.082102817,-999,-0.145498767,-0.115317807
2012,4,26,4,0,-0.0742965,-999,-0.139615906,-0.105524675
2012,4,26,5,0,-0.069418804,-999,-0.126866675,-0.096711168
2012,4,26,6,0,-0.069422075,-999,-0.125888449,-0.098672973
2012,4,26,7,0,-0.069425346,-999,-0.125891136,-0.101614333
2012,4,26,8,0,-0.070404798,-999,-0.127855638,-0.101616986
2012,4,26,9,0,-0.070408066,-999,-0.129820129,-0.1025992
2012,4,26,10,0,-0.070411334,-999,-0.130803709,-0.10260185
2012,4,26,11,0,-0.071390774,-999,-0.130806384,-0.103584056
2012,4,26,12,0,-0.071394039,-999,-0.13080906,-0.103586703
2012,4,26,13,0,-0.071397304,-999,-0.130811735,-0.10358935
2012,4,26,14,0,-0.071400568,-999,-0.132776194,-0.103591997
2012,4,26,15,0,-0.071403833,-999,-0.134740644,-0.10457419
2012,4,26,16,0,-0.072383255,-999,-0.140628632,-0.105556378
2012,4,26,17,0,-0.072386517,-999,-0.143573937,-0.10653856
2012,4,26,18,0,-0.073365929,-999,-0.147500109,-0.107520737
2012,4,26,19,0,-0.073369188,-999,-0.150445382,-0.108502909
2012,4,26,20,0,-0.074348591,-999,-0.158295027,-0.109485076
2012,4,26,21,0,-0.075327988,-999,-0.161240258,-0.110467237
2012,4,26,22,0,-0.076307379,-999,-0.164185475,-0.112428921
2012,4,26,23,0,-0.077286764,-999,-0.165168936,-0.113411069
2012,4,27,0,0,-0.07729001,-999,-0.164190658,-0.11341369
2012,4,27,1,0,-0.077293257,-999,-0.16419325,-0.113416311
2012,4,27,2,0,-0.070463621,-999,-0.157329804,-0.108521347
2012,4,27,3,0,-0.067538519,-999,-0.150466392,-0.098728838
2012,4,27,4,0,-0.058756717,-999,-0.14556473,-0.094813452
2012,4,27,5,0,-0.054855554,-999,-0.144586514,-0.094816123
2012,4,27,6,0,-0.054858871,-999,-0.144589155,-0.094818793
2012,4,27,7,0,-0.055838299,-999,-0.145572646,-0.094821464
2012,4,27,8,0,-0.058769936,-999,-0.146556132,-0.096783137
2012,4,27,9,0,-0.061701554,-999,-0.148520459,-0.097765301
2012,4,27,10,0,-0.063657053,-999,-0.14852309,-0.099726956
2012,4,27,11,0,-0.065612539,-999,-0.147544881,-0.100709107
2012,4,27,12,0,-0.067568013,-999,-0.148528353,-0.100711762
2012,4,27,13,0,-0.068547383,-999,-0.149511819,-0.102673393
2012,4,27,14,0,-0.069526746,-999,-0.151476114,-0.103655528
2012,4,27,15,0,-0.070506104,-999,-0.15442123,-0.104637658
2012,4,27,16,0,-0.071485455,-999,-0.157366331,-0.106599263
2012,4,27,17,0,-0.0724648,-999,-0.161292243,-0.107581379
2012,4,27,18,0,-0.073444138,-999,-0.164237312,-0.108563491
2012,4,27,19,0,-0.074423471,-999,-0.167182366,-0.109545597
2012,4,27,20,0,-0.075402798,-999,-0.170127406,-0.110527698
2012,4,27,21,0,-0.076382118,-999,-0.173072431,-0.112489261
2012,4,27,22,0,-0.077361433,-999,-0.176017441,-0.113471349
2012,4,27,23,0,-0.079316803,-999,-0.178962436,-0.114453431
2012,4,28,0,0,-0.08127216,-999,-0.180926608,-0.115435508
2012,4,28,1,0,-0.08225145,-999,-0.182890771,-0.117397037
2012,4,28,2,0,-0.082254681,-999,-0.185835727,-0.118379101
2012,4,28,3,0,-0.084210011,-999,-0.187799867,-0.120340611
2012,4,28,4,0,-0.087141376,-999,-0.190744796,-0.121322662
2012,4,28,5,0,-0.089096678,-999,-0.19368971,-0.122304708
2012,4,28,6,0,-0.090075928,-999,-0.195653816,-0.124266192
2012,4,28,7,0,-0.093007247,-999,-0.197617912,-0.126227665
2012,4,28,8,0,-0.094962512,-999,-0.199581998,-0.12720969
2012,4,28,9,0,-0.095941735,-999,-0.201546074,-0.128191709
2012,4,28,10,0,-0.096920951,-999,-0.202529357,-0.129173723
2012,4,28,11,0,-0.096924136,-999,-0.203512635,-0.131135162
2012,4,28,12,0,-0.098879365,-999,-0.204495907,-0.132117163
2012,4,28,13,0,-0.099858563,-999,-0.205479175,-0.133099159
2012,4,28,14,0,-0.100837755,-999,-0.206462438,-0.13408115
2012,4,28,15,0,-0.101816941,-999,-0.208426468,-0.135063135
2012,4,28,16,0,-0.10279612,-999,-0.209409718,-0.137024532
2012,4,28,17,0,-0.103775294,-999,-0.210392964,-0.138006504
2012,4,28,18,0,-0.105730464,-999,-0.211376205,-0.138988471
2012,4,28,19,0,-0.106709622,-999,-0.21235944,-0.139970433
2012,4,28,20,0,-0.107688774,-999,-0.214323431,-0.140952389
2012,4,28,21,0,-0.109643915,-999,-0.215306654,-0.14193434
2012,4,28,22,0,-0.110623051,-999,-0.216289873,-0.142916286
2012,4,28,23,0,-0.110626194,-999,-0.217273087,-0.143898227
2012,4,29,0,0,-0.112581306,-999,-0.217275546,-0.143900766
2012,4,29,1,0,-0.113560424,-999,-0.218258752,-0.144882699
2012,4,29,2,0,-0.114539536,-999,-0.219241954,-0.145864626
2012,4,29,3,0,-0.115518642,-999,-0.22022515,-0.146846548
2012,4,29,4,0,-0.116497742,-999,-0.221208342,-0.147828465
2012,4,29,5,0,-0.117476836,-999,-0.222191529,-0.148810377
2012,4,29,6,0,-0.11943189,-999,-0.223174711,-0.149792283
2012,4,29,7,0,-0.120410969,-999,-0.224157888,-0.150774184
2012,4,29,8,0,-0.122366002,-999,-0.22514106,-0.152735455
2012,4,29,9,0,-0.124321022,-999,-0.226124227,-0.152737971
2012,4,29,10,0,-0.125300076,-999,-0.228088114,-0.154699226
2012,4,29,11,0,-0.126279124,-999,-0.228090546,-0.155681103
2012,4,29,12,0,-0.128234114,-999,-0.229073698,-0.156662976
2012,4,29,13,0,-0.129213147,-999,-0.231037563,-0.158624204
2012,4,29,14,0,-0.130192173,-999,-0.232020704,-0.159606064
2012,4,29,15,0,-0.131171193,-999,-0.233003839,-0.161567274
2012,4,29,16,0,-0.132150207,-999,-0.233986969,-0.16254912
2012,4,29,17,0,-0.134105148,-999,-0.233989386,-0.162551609
2012,4,29,18,0,-0.134108217,-999,-0.235953215,-0.164512796
2012,4,29,19,0,-0.135087213,-999,-0.235955627,-0.16451528
2012,4,29,20,0,-0.135090278,-999,-0.23595804,-0.165497108
2012,4,29,21,0,-0.136069265,-999,-0.23694115,-0.165499589
2012,4,29,22,0,-0.136072328,-999,-0.237924256,-0.166481409
2012,4,29,23,0,-0.137051305,-999,-0.237926664,-0.166483888
2012,4,30,0,0,-0.137054364,-999,-0.238909762,-0.167465699
2012,4,30,1,0,-0.137057424,-999,-0.238912167,-0.167468176
2012,4,30,2,0,-0.138036389,-999,-0.238914572,-0.168449979
2012,4,30,3,0,-0.138039446,-999,-0.239897661,-0.168452453
2012,4,30,4,0,-0.139018402,-999,-0.239900064,-0.170413571
2012,4,30,5,0,-0.140973248,-999,-0.240883145,-0.17041604
2012,4,30,6,0,-0.140976295,-999,-0.240885545,-0.171397825
2012,4,30,7,0,-0.142931122,-999,-0.241868619,-0.171400291
2012,4,30,8,0,-0.143910051,-999,-0.241871017,-0.172382069
2012,4,30,9,0,-0.146840741,-999,-0.242854083,-0.173363841
2012,4,30,10,0,-0.148795532,-999,-0.243837145,-0.174345608
2012,4,30,11,0,-0.149774433,-999,-0.244820201,-0.17532737
2012,4,30,12,0,-0.149777452,-999,-0.244822592,-0.176309126
2012,4,30,13,0,-0.149780472,-999,-0.245805641,-0.177290878
2012,4,30,14,0,-0.151735229,-999,-0.245808029,-0.178272624
2012,4,30,15,0,-0.153689974,-999,-0.246791071,-0.178275071
2012,4,30,16,0,-0.153692982,-999,-0.246793456,-0.179256809
2012,4,30,17,0,-0.154671849,-999,-0.247776491,-0.179259254
2012,4,30,18,0,-0.154674853,-999,-0.247778874,-0.180240984
2012,4,30,19,0,-0.155653711,-999,-0.248761901,-0.180243426
2012,4,30,20,0,-0.155656712,-999,-0.248764282,-0.180245868
2012,4,30,21,0,-0.155659714,-999,-0.248766662,-0.181227588
2012,4,30,22,0,-0.155662715,-999,-0.248769043,-0.181230027
2012,4,30,23,0,-0.154689875,-999,-0.248771423,-0.181232467
2012,5,1,0,0,-0.15469288,-999,-0.248773804,-0.181234906
2012,5,1,1,0,-0.154695884,-999,-0.248776185,-0.181237346
2012,5,1,2,0,-0.15567472,-999,-0.248778565,-0.181239785
2012,5,1,3,0,-0.156653551,-999,-0.24976157,-0.182221486
2012,5,1,4,0,-0.157632375,-999,-0.249763949,-0.182223923
2012,5,1,5,0,-0.158611193,-999,-0.249766327,-0.183205617
2012,5,1,6,0,-0.159590005,-999,-0.250749322,-0.183208051
2012,5,1,7,0,-0.16056881,-999,-0.250751698,-0.184189736
2012,5,1,8,0,-0.162523424,-999,-0.251734685,-0.185171417
2012,5,1,9,0,-0.163502214,-999,-0.252717668,-0.185173845
2012,5,1,10,0,-0.165456806,-999,-0.253700646,-0.186155518
2012,5,1,11,0,-0.167411385,-999,-0.254683619,-0.187137185
2012,5,1,12,0,-0.170341754,-999,-0.254685985,-0.188118847
2012,5,1,13,0,-0.171320507,-999,-0.255668951,-0.189100504
2012,5,1,14,0,-0.17132346,-999,-0.256651912,-0.189102922
2012,5,1,15,0,-0.172302204,-999,-0.257634868,-0.190084571
2012,5,1,16,0,-0.173280942,-999,-0.257637226,-0.191066214
2012,5,1,17,0,-0.174259675,-999,-0.258620175,-0.191068627
2012,5,1,18,0,-0.175238401,-999,-0.258622531,-0.192050263
2012,5,1,19,0,-0.176217121,-999,-0.259605472,-0.193031893
2012,5,1,20,0,-0.176220058,-999,-0.259607826,-0.193034301
2012,5,1,21,0,-0.176222995,-999,-0.260590759,-0.193036709
2012,5,1,22,0,-0.177201702,-999,-0.26059311,-0.194018329
2012,5,1,23,0,-0.176228869,-999,-0.260595462,-0.194020734
2012,5,2,0,0,-0.176231806,-999,-0.260597813,-0.194023139
2012,5,2,1,0,-0.177210504,-999,-0.260600164,-0.194025545
2012,5,2,2,0,-0.177213438,-999,-0.260602515,-0.19402795
2012,5,2,3,0,-0.177216372,-999,-0.260604866,-0.194030355
2012,5,2,4,0,-0.176243554,-999,-0.260607218,-0.195011957
2012,5,2,5,0,-0.176246491,-999,-0.260609569,-0.194035166
2012,5,2,6,0,-0.177225174,-999,-0.26061192,-0.195016762
2012,5,2,7,0,-0.178203851,-999,-0.260614271,-0.195019165
2012,5,2,8,0,-0.180158262,-999,-0.260616622,-0.195021567
2012,5,2,9,0,-0.182112661,-999,-0.260618973,-0.196003153
2012,5,2,10,0,-0.184067047,-999,-0.261601873,-0.196005553
2012,5,2,11,0,-0.185045691,-999,-0.261604222,-0.196987131
2012,5,2,12,0,-0.186024328,-999,-0.262587114,-0.196989528
2012,5,2,13,0,-0.187002959,-999,-0.26258946,-0.197971098
2012,5,2,14,0,-0.187005862,-999,-0.263572344,-0.197973493
2012,5,2,15,0,-0.187984484,-999,-0.264555224,-0.197975887
2012,5,2,16,0,-0.1889631,-999,-0.264557565,-0.198957447
2012,5,2,17,0,-0.18994171,-999,-0.265540438,-0.198959839
2012,5,2,18,0,-0.189944604,-999,-0.266523305,-0.19994139
2012,5,2,19,0,-0.190923204,-999,-0.266525642,-0.19994378
2012,5,2,20,0,-0.190926095,-999,-0.266527978,-0.199946169
2012,5,2,21,0,-0.190928986,-999,-0.267510836,-0.199948559
2012,5,2,22,0,-0.190931877,-999,-0.26751317,-0.199950948
2012,5,2,23,0,-0.189959074,-999,-0.267515504,-0.199953338
2012,5,3,0,0,-0.190937659,-999,-0.267517838,-0.199955727
2012,5,3,1,0,-0.19094055,-999,-0.267520172,-0.200937258
2012,5,3,2,0,-0.189967757,-999,-0.267522506,-0.200939644
2012,5,3,3,0,-0.190946333,-999,-0.26752484,-0.200942031
2012,5,3,4,0,-0.190949224,-999,-0.267527174,-0.200944418
2012,5,3,5,0,-0.190952115,-999,-0.267529508,-0.200946805
2012,5,3,6,0,-0.191930678,-999,-0.267531842,-0.200949192
2012,5,3,7,0,-0.191933566,-999,-0.267534176,-0.200951579
2012,5,3,8,0,-0.193887787,-999,-0.268517004,-0.201933088
2012,5,3,9,0,-0.194866333,-999,-0.268519335,-0.201935472
2012,5,3,10,0,-0.195844872,-999,-0.268521667,-0.201937856
2012,5,3,11,0,-0.196823405,-999,-0.268523998,-0.202919355
2012,5,3,12,0,-0.200728895,-999,-0.269506814,-0.203900849
2012,5,3,13,0,-0.201707406,-999,-0.269509143,-0.204882337
2012,5,3,14,0,-0.202685912,-999,-0.270491952,-0.204884714
2012,5,3,15,0,-0.203664411,-999,-0.271474755,-0.205866194
2012,5,3,16,0,-0.204642904,-999,-0.272457554,-0.207826771
2012,5,3,17,0,-0.205621391,-999,-0.273440348,-0.207829139
2012,5,3,18,0,-0.206599872,-999,-0.274423137,-0.208810604
2012,5,3,19,0,-0.207578347,-999,-0.274425454,-0.209792064
2012,5,3,20,0,-0.207581186,-999,-0.275408235,-0.209794427
2012,5,3,21,0,-0.208559652,-999,-0.276391012,-0.210775878
2012,5,3,22,0,-0.208562488,-999,-0.276393323,-0.210778239
2012,5,3,23,0,-0.207589703,-999,-0.276395635,-0.211759683
2012,5,4,0,0,-0.207592542,-999,-0.276397947,-0.211762041
2012,5,4,1,0,-0.207595381,-999,-0.276400259,-0.211764398
2012,5,4,2,0,-0.20759822,-999,-0.276402571,-0.211766756
2012,5,4,3,0,-0.208576667,-999,-0.276404883,-0.212748187
2012,5,4,4,0,-0.208579503,-999,-0.27738764,-0.212750542
2012,5,4,5,0,-0.208582339,-999,-0.276409507,-0.212752898
2012,5,4,6,0,-0.209560774,-999,-0.277392259,-0.212755253
2012,5,4,7,0,-0.210539203,-999,-0.27641413,-0.212757608
2012,5,4,8,0,-0.212493219,-999,-0.277396877,-0.213739023
2012,5,4,9,0,-0.214447222,-999,-0.277399187,-0.213741376
2012,5,4,10,0,-0.215425626,-999,-0.277401496,-0.213743728
2012,5,4,11,0,-0.216404025,-999,-0.278384234,-0.213746081
2012,5,4,12,0,-0.218357997,-999,-0.278386541,-0.213748434
2012,5,4,13,0,-0.218360803,-999,-0.27936927,-0.214729833
2012,5,4,14,0,-0.219339182,-999,-0.279371575,-0.214732183
2012,5,4,15,0,-0.220317556,-999,-0.280354298,-0.215713574
2012,5,4,16,0,-0.221295924,-999,-0.281337015,-0.215715921
2012,5,4,17,0,-0.222274285,-999,-0.281339315,-0.216697304
2012,5,4,18,0,-0.222277078,-999,-0.282322025,-0.216699649
2012,5,4,19,0,-0.223255431,-999,-0.282324322,-0.217681024
2012,5,4,20,0,-0.223258221,-999,-0.282326619,-0.217683367
2012,5,4,21,0,-0.22326101,-999,-0.282328916,-0.217685709
2012,5,4,22,0,-0.2232638,-999,-0.282331214,-0.217688051
2012,5,4,23,0,-0.22326659,-999,-0.282333511,-0.217690393
2012,5,5,0,0,-0.222293836,-999,-0.282335808,-0.217692735
