yyyy,mo,dd,hh,mm,period,start_date,ICOS_precip,I_av_mm,I_CI_min_mm,I_CI_max_mm,I_SE_min_mm,I_SE_max_mm
2016,7,4,10,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,11,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,11,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,12,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,12,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,13,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,13,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,14,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,14,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,15,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,15,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,16,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,16,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,17,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,17,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,18,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,18,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,19,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,19,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,20,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,20,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,21,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,21,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,22,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,22,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,23,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,4,23,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,0,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,0,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,1,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,1,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,2,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,2,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,3,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,3,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,4,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,4,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,5,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,5,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,6,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,6,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,7,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,7,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,8,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,8,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,9,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,9,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,10,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,10,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,11,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,11,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,12,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,12,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,13,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,13,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,14,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,14,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,15,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,15,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,16,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,16,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,17,0,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,17,30,4,3.7.2016 10:30,0,0,0,0,0,0
2016,7,5,18,0,4,3.7.2016 10:30,0,0,0,0,0,0
