yyyy,mo,dd,hh,mm,period,start_date,ICOS_precip,I_av_mm,I_CI_min_mm,I_CI_max_mm,I_SE_min_mm,I_SE_max_mm
2016,7,24,8,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,9,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,9,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,10,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,10,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,11,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,11,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,12,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,12,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,13,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,13,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,14,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,14,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,15,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,15,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,16,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,16,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,17,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,17,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,18,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,18,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,19,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,19,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,20,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,20,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,21,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,21,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,22,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,22,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,23,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,24,23,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,0,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,0,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,1,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,1,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,2,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,2,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,3,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,3,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,4,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,4,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,5,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,5,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,6,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,6,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,7,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,7,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,8,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,8,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,9,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,9,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,10,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,10,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,11,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,11,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,12,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,12,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,13,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,13,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,14,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,14,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,15,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,15,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,16,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,16,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,17,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,17,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,18,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,18,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,19,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,19,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,20,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,20,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,21,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,21,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,22,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,22,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,23,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,25,23,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,0,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,0,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,1,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,1,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,2,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,2,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,3,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,3,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,4,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,4,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,5,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,5,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,6,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,6,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,7,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,7,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,8,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,8,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,9,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,9,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,10,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,10,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,11,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,11,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,12,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,12,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,13,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,13,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,14,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,14,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,15,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,15,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,16,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,16,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,17,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,17,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,18,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,18,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,19,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,19,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,20,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,20,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,21,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,21,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,22,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,22,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,23,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,26,23,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,0,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,0,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,1,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,1,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,2,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,2,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,3,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,3,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,4,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,4,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,5,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,5,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,6,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,6,30,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,7,0,12,16.7.2016 15:30,0,0,0,0,0,0
2016,7,27,7,30,13,27.7.2016 7:30,2.62,0.6812,0.6812,0.6812,0.6812,0.6812
2016,7,27,8,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,8,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,9,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,9,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,10,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,10,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,11,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,11,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,12,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,12,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,13,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,13,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,14,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,14,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,15,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,15,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,16,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,16,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,17,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,17,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,18,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,18,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,19,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,19,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,20,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,20,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,21,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,21,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,22,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,22,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,23,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,27,23,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,0,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,0,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,1,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,1,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,2,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,2,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,3,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,3,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,4,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,4,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,5,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,5,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,6,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,6,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,7,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,7,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,8,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,8,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,9,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,9,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,10,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,10,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,11,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,11,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,12,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,12,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,13,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,13,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,14,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,14,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,15,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,15,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,16,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,16,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,17,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,17,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,18,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,18,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,19,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,19,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,20,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,20,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,21,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,21,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,22,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,22,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,23,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,28,23,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,0,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,0,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,1,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,1,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,2,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,2,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,3,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,3,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,4,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,4,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,5,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,5,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,6,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,6,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,7,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,7,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,8,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,8,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,9,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,9,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,10,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,10,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,11,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,11,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,12,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,12,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,13,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,13,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,14,0,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,14,30,13,27.7.2016 7:30,0,0,0,0,0,0
2016,7,29,15,0,14,29.7.2016 15:00,10.55,4.487779571,1.962884054,6.515270386,3.270117347,5.577203816
2016,7,29,15,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,16,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,16,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,17,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,17,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,18,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,18,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,19,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,19,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,20,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,20,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,21,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,21,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,22,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,22,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,23,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,29,23,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,0,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,0,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,1,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,1,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,2,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,2,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,3,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,3,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,4,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,4,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,5,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,5,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,6,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,6,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,7,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,7,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,8,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,8,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,9,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,9,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,10,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,10,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,11,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,11,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,12,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,12,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,13,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,13,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,14,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,14,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,15,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,15,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,16,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,16,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,17,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,17,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,18,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,18,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,19,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,19,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,20,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,20,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,21,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,21,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,22,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,22,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,23,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,30,23,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,0,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,0,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,1,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,1,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,2,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,2,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,3,0,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,3,30,14,29.7.2016 15:00,0,0,0,0,0,0
2016,7,31,4,0,14,29.7.2016 15:00,0,0,0,0,0,0
