year;month;day;hour;minute;LWnet;LWnet_flag;SWnet;SWnet_flag;Rnet;Rnet_flag;SH;SH_flag;SH_gapfilled;SH_gapfilled_flag;LE;LE_flag;LE_gapfilled;LE_gapfilled_flag;NEE;NEE_flag;NEE_gapfilled;NEE_gapfilled_flag;GPP;GPP_flag;GPP_gapfilled;GPP_gapfilled_flag;Reco;Reco_flag
2019;1;1;0;0;NaN;1;NaN;1;NaN;1;NaN;1;NaN;1;NaN;1;NaN;1;NaN;1;NaN;1;NaN;1;NaN;1;NaN;1
2019;1;1;0;30;-59.449;0;0.0;0;-59.449;0;-85.103;0;-85.103;0;-8.3138;0;-8.3138;0;1.3641;0;1.3641;0;-0.68269;0;-0.68269;0;0.681383;0
2019;1;1;1;0;-47.701;0;0.0;0;-47.701;0;-93.421;0;-93.4214;0;-11.218;0;-11.218;0;1.2606;0;1.2606;0;-0.58076;0;-0.58076;0;0.679825;0
2019;1;1;1;30;-53.45;0;0.0;0;-53.45;0;-72.89399999999999;0;-72.8936;0;-10.149;0;-10.149;0;1.4523;0;1.4523;0;-0.78142;0;-0.78142;0;0.670844;0
2019;1;1;2;0;-76.378;0;0.0;0;-76.378;0;-83.678;0;-83.678;0;-9.0836;0;-9.0836;0;1.8045;0;1.8045;0;-1.1420000000000001;0;-1.1420000000000001;0;0.6625880000000001;0
2019;1;1;2;30;-44.957;0;0.0;0;-44.957;0;NaN;1;-63.077532999999995;0;NaN;1;-1.9775;0;NaN;1;0.67099;0;NaN;1;-0.001779;0;0.6692140000000001;0
2019;1;1;3;0;-20.974;0;0.0;0;-20.974;0;NaN;1;-64.34785500000001;0;NaN;1;-1.65;0;NaN;1;0.5877399999999999;0;NaN;1;0.11037000000000001;0;0.698108;0
2019;1;1;3;30;-40.141;0;0.0;0;-40.141;0;-61.218;0;-61.218;0;-5.6304;0;-5.6304;0;0.82629;0;0.82629;0;-0.13163;0;-0.13163;0;0.694661;0
2019;1;1;4;0;-59.376000000000005;0;0.0;0;-59.376000000000005;0;-53.68;0;-53.6797;0;-3.5009;0;-3.5009;0;0.6590199999999999;0;0.6590199999999999;0;0.036851999999999996;0;0.036851999999999996;0;0.695875;0
2019;1;1;4;30;-26.785999999999998;0;0.0;0;-26.785999999999998;0;-23.163;0;-23.1628;0;-3.2754;0;-3.2754;0;0.56742;0;0.56742;0;0.10638;0;0.10638;0;0.673795;0
2019;1;1;5;0;-57.188;0;0.0;0;-57.188;0;NaN;1;-63.077532999999995;0;NaN;1;-1.9775;0;NaN;1;0.67099;0;NaN;1;-0.000499;0;0.6704939999999999;0
2019;1;1;5;30;-69.628;0;0.0;0;-69.628;0;-61.336999999999996;0;-61.3371;0;-2.9727;0;-2.9727;0;1.0266;0;1.0266;0;-0.34331999999999996;0;-0.34331999999999996;0;0.683254;0
2019;1;1;6;0;-76.188;0;0.0;0;-76.188;0;-45.56399999999999;0;-45.5638;0;NaN;1;-1.8617;0;0.48008999999999996;0;0.48008999999999996;0;0.19985;0;0.19985;0;0.679942;0
2019;1;1;6;30;-79.707;0;0.0;0;-79.707;0;-38.777;0;-38.7766;0;NaN;1;-1.9775;0;0.29477;0;0.29477;0;0.37398000000000003;0;0.37398000000000003;0;0.668748;0
2019;1;1;7;0;-71.407;0;0.0;0;-71.407;0;-52.402;0;-52.4024;0;-2.458;0;-2.458;0;0.37958000000000003;0;0.37958000000000003;0;0.28781;0;0.28781;0;0.667391;0
2019;1;1;7;30;-51.922;0;0.0;0;-51.922;0;NaN;1;-62.037641;0;NaN;1;-1.8301;0;NaN;1;0.6613100000000001;0;NaN;1;-0.005872;0;0.655439;0
2019;1;1;8;0;-58.653999999999996;0;0.0;0;-58.653999999999996;0;NaN;1;-60.943277;0;NaN;1;-1.6905;0;NaN;1;0.65386;0;NaN;1;-0.006669;0;0.647193;0
2019;1;1;8;30;-62.511;0;0.0;0;-62.511;0;-80.77;0;-80.7704;0;-9.3084;0;-9.3084;0;1.4886;0;1.4886;0;-0.8458200000000001;0;-0.8458200000000001;0;0.642734;0
2019;1;1;9;0;-53.353;0;0.0;0;-53.353;0;-60.70399999999999;0;-60.7044;0;-2.6818;0;-2.6818;0;0.9158200000000001;0;0.9158200000000001;0;-0.28301;0;-0.28301;0;0.632808;0
2019;1;1;9;30;-49.695;0;0.0;0;-49.695;0;-51.291000000000004;0;-51.2915;0;-6.9765;0;-6.9765;0;0.48816000000000004;0;0.48816000000000004;0;0.13366;0;0.13366;0;0.621818;0
2019;1;1;10;0;-60.152;0;0.0;0;-60.152;0;-48.727;0;-48.7268;0;-6.0606;0;-6.0606;0;0.56592;0;0.56592;0;0.041095;0;0.041095;0;0.607019;0
2019;1;1;10;30;-63.008;0;6.791;0;-56.216;0;-41.038999999999994;0;-41.0394;0;-5.9221;0;-5.9221;0;0.57501;0;0.57501;0;0.020390000000000002;0;0.020390000000000002;0;0.5954;0
2019;1;1;11;0;-62.013999999999996;0;9.43;0;-52.583999999999996;0;NaN;1;-60.450669999999995;0;NaN;1;-1.486;0;NaN;1;0.7801100000000001;0;NaN;1;-0.19079000000000002;0;0.589314;0
2019;1;1;11;30;-30.393;0;10.639000000000001;0;-19.754;0;NaN;1;-56.161877000000004;0;NaN;1;-0.9858100000000001;0;NaN;1;0.7520100000000001;0;NaN;1;-0.17269;0;0.579321;0
2019;1;1;12;0;-30.164;0;13.158;0;-17.006;0;NaN;1;-54.735634;0;NaN;1;-0.31661999999999996;0;NaN;1;0.73951;0;NaN;1;-0.17299;0;0.566519;0
2019;1;1;12;30;-20.024;0;9.82;0;-10.204;0;NaN;1;-55.26268100000001;0;NaN;1;-0.40110999999999997;0;NaN;1;0.7670899999999999;0;NaN;1;-0.19510999999999998;0;0.571979;0
2019;1;1;13;0;-17.615;0;4.825;0;-12.790999999999999;0;NaN;1;-50.589566999999995;0;NaN;1;-1.5766;0;NaN;1;0.73477;0;NaN;1;-0.19576;0;0.53901;0
2019;1;1;13;30;-23.493000000000002;0;2.772;0;-20.721;0;22.416;0;22.4161;0;15.946;0;15.946;0;NaN;1;0.5935;0;NaN;1;-0.09779700000000001;0;0.49570600000000004;0
2019;1;1;14;0;-12.77;0;0.0;0;-12.77;0;31.516;0;31.5164;0;18.553;0;18.553;0;-0.42301000000000005;0;-0.42301000000000005;0;0.9071899999999999;0;0.9071899999999999;0;0.484178;0
2019;1;1;14;30;-9.94;0;0.0;0;-9.94;0;NaN;1;-45.217381;0;NaN;1;-1.8379;0;NaN;1;0.56487;0;NaN;1;-0.093775;0;0.47109300000000004;0
2019;1;1;15;0;-12.35;0;0.0;0;-12.35;0;NaN;1;-47.207789;0;NaN;1;-0.9088;0;NaN;1;0.50426;0;NaN;1;-0.044432;0;0.45982799999999996;0
2019;1;1;15;30;-13.273;0;0.0;0;-13.273;0;NaN;1;-49.170474;0;NaN;1;-1.1578;0;NaN;1;0.5200199999999999;0;NaN;1;-0.068057;0;0.451967;0
2019;1;1;16;0;-14.574000000000002;0;0.0;0;-14.574000000000002;0;NaN;1;-48.732695;0;NaN;1;-0.87951;0;NaN;1;0.51332;0;NaN;1;-0.064662;0;0.448657;0
2019;1;1;16;30;-18.118;0;0.0;0;-18.118;0;NaN;1;-52.400015;0;NaN;1;-1.0114;0;NaN;1;0.52286;0;NaN;1;-0.078711;0;0.44415299999999996;0
2019;1;1;17;0;-23.45;0;0.0;0;-23.45;0;NaN;1;-52.619362;0;NaN;1;-1.5786;0;NaN;1;0.52504;0;NaN;1;-0.079171;0;0.44587;0
2019;1;1;17;30;-14.757;0;0.0;0;-14.757;0;NaN;1;-53.282839;0;NaN;1;-2.1271;0;NaN;1;0.51558;0;NaN;1;-0.066476;0;0.44910500000000003;0
2019;1;1;18;0;-9.42;0;0.0;0;-9.42;0;NaN;1;-53.620479;0;NaN;1;-2.2868;0;NaN;1;0.50583;0;NaN;1;-0.046588;0;0.45923800000000004;0
2019;1;1;18;30;-7.716;0;0.0;0;-7.716;0;NaN;1;-53.800230000000006;0;NaN;1;-3.2213;0;NaN;1;0.54045;0;NaN;1;-0.066692;0;0.47375600000000007;0
2019;1;1;19;0;-7.897;0;0.0;0;-7.897;0;NaN;1;-53.957120999999994;0;NaN;1;-3.4219;0;NaN;1;0.51952;0;NaN;1;-0.02893;0;0.490588;0
2019;1;1;19;30;-15.152000000000001;0;0.0;0;-15.152000000000001;0;NaN;1;-54.302976;0;NaN;1;-3.6862;0;NaN;1;0.73861;0;NaN;1;-0.23458;0;0.504025;0
2019;1;1;20;0;-22.755;0;0.0;0;-22.755;0;NaN;1;-54.582882999999995;0;NaN;1;-3.5044;0;NaN;1;0.75817;0;NaN;1;-0.25045;0;0.507716;0
2019;1;1;20;30;-25.59;0;0.0;0;-25.59;0;NaN;1;-55.650358999999995;0;NaN;1;-3.7494;0;NaN;1;0.73652;0;NaN;1;-0.23121;0;0.505314;0
2019;1;1;21;0;-30.851999999999997;0;0.0;0;-30.851999999999997;0;NaN;1;-59.205690000000004;0;NaN;1;-3.8014;0;NaN;1;0.5906399999999999;0;NaN;1;-0.092402;0;0.49823599999999996;0
2019;1;1;21;30;-32.355;0;0.0;0;-32.355;0;NaN;1;-59.626875;0;NaN;1;-3.6630000000000003;0;NaN;1;0.5796600000000001;0;NaN;1;-0.085448;0;0.494212;0
2019;1;1;22;0;-49.32899999999999;0;0.0;0;-49.32899999999999;0;NaN;1;-59.576443000000005;0;NaN;1;-3.5577;0;NaN;1;0.5674399999999999;0;NaN;1;-0.078841;0;0.48860200000000004;0
2019;1;1;22;30;-84.626;0;0.0;0;-84.626;0;NaN;1;-60.489755;0;NaN;1;-3.4942;0;NaN;1;0.5693199999999999;0;NaN;1;-0.092752;0;0.476566;0
2019;1;1;23;0;-87.64299999999999;0;0.0;0;-87.64299999999999;0;NaN;1;-61.59985;0;NaN;1;-2.8647;0;NaN;1;0.55073;0;NaN;1;-0.09176799999999999;0;0.45896000000000003;0
2019;1;1;23;30;-87.736;0;0.0;0;-87.736;0;NaN;1;-61.299962;0;NaN;1;-2.6263;0;NaN;1;0.55594;0;NaN;1;-0.10808;0;0.44786499999999996;0
2019;1;2;0;0;-79.081;0;0.0;0;-79.081;0;NaN;1;-63.314624;0;NaN;1;-2.4901;0;NaN;1;0.55791;0;NaN;1;-0.11458;0;0.44333;0
2019;1;2;0;30;-62.81399999999999;0;0.0;0;-62.81399999999999;0;NaN;1;-64.426312;0;NaN;1;-2.3211;0;NaN;1;0.5482199999999999;0;NaN;1;-0.10599000000000001;0;0.442233;0
2019;1;2;1;0;-89.34;0;0.0;0;-89.34;0;NaN;1;-65.6203;0;NaN;1;-2.075;0;NaN;1;0.56984;0;NaN;1;-0.14012;0;0.42971899999999996;0
2019;1;2;1;30;-90.678;0;0.0;0;-90.678;0;NaN;1;-68.63611800000001;0;NaN;1;-1.8630000000000002;0;NaN;1;0.54423;0;NaN;1;-0.12830999999999998;0;0.41592299999999993;0
2019;1;2;2;0;-90.721;0;0.0;0;-90.721;0;NaN;1;-70.963724;0;NaN;1;-2.4204;0;NaN;1;0.5171399999999999;0;NaN;1;-0.1117;0;0.405443;0
2019;1;2;2;30;-90.355;0;0.0;0;-90.355;0;NaN;1;-70.822407;0;NaN;1;-2.9147;0;NaN;1;0.48358;0;NaN;1;-0.08611100000000001;0;0.397465;0
2019;1;2;3;0;-89.23;0;0.0;0;-89.23;0;-105.13;0;-105.13;0;14.994000000000002;0;14.994000000000002;0;-0.45976999999999996;0;-0.45976999999999996;0;0.84452;0;0.84452;0;0.384745;0
2019;1;2;3;30;-88.455;0;0.0;0;-88.455;0;NaN;1;-65.932603;0;NaN;1;-2.5846;0;NaN;1;0.43112;0;NaN;1;-0.053809;0;0.377311;0
2019;1;2;4;0;-86.68;0;0.0;0;-86.68;0;NaN;1;-64.032832;0;NaN;1;-2.2656;0;NaN;1;0.41986999999999997;0;NaN;1;-0.050094;0;0.369772;0
2019;1;2;4;30;-84.72;0;0.0;0;-84.72;0;-84.419;0;-84.4189;0;3.8068;0;3.8068;0;0.18332;0;0.18332;0;0.17909;0;0.17909;0;0.36241799999999996;0
2019;1;2;5;0;-84.54799999999999;0;0.0;0;-84.54799999999999;0;-101.11;0;-101.11200000000001;0;2.9156;0;2.9156;0;0.23823000000000003;0;0.23823000000000003;0;0.12142;0;0.12142;0;0.35965199999999997;0
2019;1;2;5;30;-83.175;0;0.0;0;-83.175;0;-81.44800000000001;0;-81.4479;0;2.1191;0;2.1191;0;0.55662;0;0.55662;0;-0.20656999999999998;0;-0.20656999999999998;0;0.350049;0
2019;1;2;6;0;-81.99700000000001;0;0.0;0;-81.99700000000001;0;-79.39399999999999;0;-79.3938;0;3.7163;0;3.7163;0;0.87685;0;0.87685;0;-0.5341199999999999;0;-0.5341199999999999;0;0.34272800000000003;0
2019;1;2;6;30;-81.476;0;0.0;0;-81.476;0;-77.9;0;-77.9;0;2.2146;0;2.2146;0;0.6332300000000001;0;0.6332300000000001;0;-0.29308;0;-0.29308;0;0.340146;0
2019;1;2;7;0;-81.071;0;0.0;0;-81.071;0;-84.809;0;-84.8093;0;1.8141;0;1.8141;0;0.35696;0;0.35696;0;-0.017771000000000002;0;-0.017771000000000002;0;0.33918400000000004;0
2019;1;2;7;30;-80.123;0;0.0;0;-80.123;0;-81.682;0;-81.6818;0;NaN;1;-1.4340000000000002;0;0.42018999999999995;0;0.42018999999999995;0;-0.080011;0;-0.080011;0;0.340177;0
2019;1;2;8;0;-80.153;0;0.0;0;-80.153;0;-54.824;0;-54.8236;0;NaN;1;-1.4340000000000002;0;NaN;1;0.3935;0;NaN;1;-0.055402;0;0.338098;0
2019;1;2;8;30;-79.72800000000001;0;0.0;0;-79.72800000000001;0;NaN;1;-63.1677;0;NaN;1;-1.4340000000000002;0;NaN;1;0.3935;0;NaN;1;-0.062345000000000005;0;0.33115500000000003;0
2019;1;2;9;0;-79.977;0;0.0;0;-79.977;0;NaN;1;-63.1677;0;NaN;1;-1.4340000000000002;0;NaN;1;0.3935;0;NaN;1;-0.058802999999999994;0;0.33469699999999997;0
2019;1;2;9;30;-80.64;0;0.0;0;-80.64;0;-87.83;0;-87.8303;0;NaN;1;-1.4658;0;0.34626;0;0.34626;0;-0.0036880000000000003;0;-0.0036880000000000003;0;0.342572;0
2019;1;2;10;0;-80.361;0;2.508;0;-77.85300000000001;0;-68.312;0;-68.3121;0;-1.4823;0;-1.4823;0;0.43004;0;0.43004;0;-0.09027;0;-0.09027;0;0.339773;0
2019;1;2;10;30;-80.957;0;11.35;0;-69.607;0;-69.902;0;-69.9023;0;-1.6703;0;-1.6703;0;0.54281;0;0.54281;0;-0.19662000000000002;0;-0.19662000000000002;0;0.346193;0
2019;1;2;11;0;-80.417;0;20.500999999999998;0;-59.916000000000004;0;-53.391999999999996;0;-53.3925;0;NaN;1;-1.8344;0;0.54351;0;0.54351;0;-0.19654000000000002;0;-0.19654000000000002;0;0.346976;0
2019;1;2;11;30;-80.243;0;26.551;0;-53.692;0;-44.159;0;-44.1588;0;-2.1568;0;-2.1568;0;0.31490999999999997;0;0.31490999999999997;0;0.029218;0;0.029218;0;0.344131;0
2019;1;2;12;0;-79.653;0;30.105;0;-49.547;0;-52.445;0;-52.4452;0;-1.7325;0;-1.7325;0;0.4677;0;0.4677;0;-0.11830999999999998;0;-0.11830999999999998;0;0.34939000000000003;0
2019;1;2;12;30;-78.296;0;29.993000000000002;0;-48.303000000000004;0;-45.67100000000001;0;-45.6713;0;-1.109;0;-1.109;0;0.40659;0;0.40659;0;-0.056442;0;-0.056442;0;0.350144;0
2019;1;2;13;0;-74.824;0;26.129;0;-48.695;0;-52.583999999999996;0;-52.5845;0;-2.8558;0;-2.8558;0;0.80057;0;0.80057;0;-0.4545;0;-0.4545;0;0.346068;0
2019;1;2;13;30;-72.236;0;16.424;0;-55.812;0;NaN;1;-55.209529;0;NaN;1;-1.8344;0;NaN;1;0.50088;0;NaN;1;-0.15048;0;0.35039499999999996;0
2019;1;2;14;0;-76.333;0;2.309;0;-74.025;0;NaN;1;-62.112823999999996;0;NaN;1;-1.4658;0;NaN;1;0.39919;0;NaN;1;-0.041789;0;0.3574;0
2019;1;2;14;30;-75.538;0;0.0;0;-75.538;0;-82.302;0;-82.3017;0;-5.044;0;-5.044;0;0.71837;0;0.71837;0;-0.37582;0;-0.37582;0;0.342541;0
2019;1;2;15;0;-74.252;0;0.0;0;-74.252;0;NaN;1;-63.1677;0;NaN;1;-1.4340000000000002;0;NaN;1;0.3935;0;NaN;1;-0.057661000000000004;0;0.335839;0
2019;1;2;15;30;-74.66199999999999;0;0.0;0;-74.66199999999999;0;-66.575;0;-66.5748;0;-3.5373;0;-3.5373;0;0.7151;0;0.7151;0;-0.37305;0;-0.37305;0;0.342043;0
2019;1;2;16;0;-75.726;0;0.0;0;-75.726;0;-68.062;0;-68.0616;0;-5.3237;0;-5.3237;0;0.56223;0;0.56223;0;-0.22134;0;-0.22134;0;0.34089200000000003;0
2019;1;2;16;30;-75.66199999999999;0;0.0;0;-75.66199999999999;0;NaN;1;-62.112823999999996;0;NaN;1;-1.4658;0;NaN;1;0.39919;0;NaN;1;-0.055463;0;0.34372600000000003;0
2019;1;2;17;0;-75.32600000000001;0;0.0;0;-75.32600000000001;0;-56.77;0;-56.7702;0;-3.9387;0;-3.9387;0;0.29409;0;0.29409;0;0.043541;0;0.043541;0;0.337634;0
2019;1;2;17;30;-74.832;0;0.0;0;-74.832;0;NaN;1;-63.1677;0;NaN;1;-1.4340000000000002;0;NaN;1;0.3935;0;NaN;1;-0.055091999999999995;0;0.338408;0
2019;1;2;18;0;-75.556;0;0.0;0;-75.556;0;-65.546;0;-65.5459;0;-2.9552;0;-2.9552;0;0.39439;0;0.39439;0;-0.05464600000000001;0;-0.05464600000000001;0;0.339742;0
2019;1;2;18;30;-77.092;0;0.0;0;-77.092;0;NaN;1;-62.903567;0;NaN;1;-1.5862;0;NaN;1;0.39434;0;NaN;1;-0.055471000000000006;0;0.338873;0
2019;1;2;19;0;-76.413;0;0.0;0;-76.413;0;NaN;1;-63.1677;0;NaN;1;-1.4340000000000002;0;NaN;1;0.3935;0;NaN;1;-0.060499000000000004;0;0.33300100000000005;0
2019;1;2;19;30;-76.494;0;0.0;0;-76.494;0;-63.713;0;-63.7131;0;-4.9307;0;-4.9307;0;0.10799;0;0.10799;0;0.22726;0;0.22726;0;0.335252;0
2019;1;2;20;0;-76.597;0;0.0;0;-76.597;0;-53.254;0;-53.2537;0;-3.2132;0;-3.2132;0;0.25761;0;0.25761;0;0.067485;0;0.067485;0;0.32509299999999997;0
2019;1;2;20;30;-75.742;0;0.0;0;-75.742;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.068722;0;0.314791;0
2019;1;2;21;0;-75.81;0;0.0;0;-75.81;0;-66.615;0;-66.615;0;-5.2817;0;-5.2817;0;0.50812;0;0.50812;0;-0.18247;0;-0.18247;0;0.325642;0
2019;1;2;21;30;-73.819;0;0.0;0;-73.819;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.07070599999999999;0;0.312807;0
2019;1;2;22;0;-71.062;0;0.0;0;-71.062;0;NaN;1;-64.05291700000001;0;NaN;1;-1.9517;0;NaN;1;0.40736;0;NaN;1;-0.10955999999999999;0;0.297799;0
2019;1;2;22;30;-73.97800000000001;0;0.0;0;-73.97800000000001;0;-44.074;0;-44.074;0;-2.9298;0;-2.9298;0;0.18095999999999998;0;0.18095999999999998;0;0.12580999999999998;0;0.12580999999999998;0;0.306767;0
2019;1;2;23;0;-75.058;0;0.0;0;-75.058;0;-44.935;0;-44.9346;0;-3.8968;0;-3.8968;0;0.46065;0;0.46065;0;-0.15323;0;-0.15323;0;0.307422;0
2019;1;2;23;30;-76.016;0;0.0;0;-76.016;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.06929400000000001;0;0.314219;0
2019;1;3;0;0;-77.04;0;0.0;0;-77.04;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.065888;0;0.317625;0
2019;1;3;0;30;-76.53399999999999;0;0.0;0;-76.53399999999999;0;-64.84899999999999;0;-64.84899999999999;0;-4.2235;0;-4.2235;0;0.59948;0;0.59948;0;-0.28514;0;-0.28514;0;0.314339;0
2019;1;3;1;0;-76.31;0;0.0;0;-76.31;0;-57.354;0;-57.3542;0;-3.5334;0;-3.5334;0;0.35278000000000004;0;0.35278000000000004;0;-0.038835;0;-0.038835;0;0.313948;0
2019;1;3;1;30;-74.53699999999999;0;0.0;0;-74.53699999999999;0;-56.431999999999995;0;-56.4324;0;-2.5771;0;-2.5771;0;0.43221000000000004;0;0.43221000000000004;0;-0.1163;0;-0.1163;0;0.315905;0
2019;1;3;2;0;-70.848;0;0.0;0;-70.848;0;-61.43600000000001;0;-61.4361;0;-3.6904;0;-3.6904;0;0.27597;0;0.27597;0;0.057928;0;0.057928;0;0.333895;0
2019;1;3;2;30;-69.119;0;0.0;0;-69.119;0;-29.204;0;-29.2042;0;-1.2648;0;-1.2648;0;0.18379;0;0.18379;0;0.1389;0;0.1389;0;0.322687;0
2019;1;3;3;0;-70.85;0;0.0;0;-70.85;0;-25.438000000000002;0;-25.4381;0;-1.7375;0;-1.7375;0;0.20454;0;0.20454;0;0.087228;0;0.087228;0;0.291767;0
2019;1;3;3;30;-64.991;0;0.0;0;-64.991;0;-36.155;0;-36.1551;0;-2.6378;0;-2.6378;0;0.26557;0;0.26557;0;0.030785000000000003;0;0.030785000000000003;0;0.29635900000000004;0
2019;1;3;4;0;-59.04600000000001;0;0.0;0;-59.04600000000001;0;-43.18899999999999;0;-43.1889;0;-3.4635;0;-3.4635;0;0.30761;0;0.30761;0;-0.009516;0;-0.009516;0;0.298093;0
2019;1;3;4;30;-54.083999999999996;0;0.0;0;-54.083999999999996;0;NaN;1;-64.05291700000001;0;NaN;1;-1.9517;0;NaN;1;0.40736;0;NaN;1;-0.11237;0;0.294981;0
2019;1;3;5;0;-56.948;0;0.0;0;-56.948;0;NaN;1;-64.05291700000001;0;NaN;1;-1.9517;0;NaN;1;0.40736;0;NaN;1;-0.10805999999999999;0;0.29930100000000004;0
2019;1;3;5;30;-45.317;0;0.0;0;-45.317;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.075942;0;0.307571;0
2019;1;3;6;0;-32.063;0;0.0;0;-32.063;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.069685;0;0.313828;0
2019;1;3;6;30;-44.516999999999996;0;0.0;0;-44.516999999999996;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.066401;0;0.317112;0
2019;1;3;7;0;-38.608000000000004;0;0.0;0;-38.608000000000004;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.073314;0;0.310199;0
2019;1;3;7;30;-31.041;0;0.0;0;-31.041;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.070796;0;0.312717;0
2019;1;3;8;0;-25.7;0;0.0;0;-25.7;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.076538;0;0.306975;0
2019;1;3;8;30;-20.007;0;0.0;0;-20.007;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.069505;0;0.314008;0
2019;1;3;9;0;-13.905;0;0.0;0;-13.905;0;NaN;1;-63.325561;0;NaN;1;-2.1821;0;NaN;1;0.41565;0;NaN;1;-0.12943;0;0.28622;0
2019;1;3;9;30;-5.3629999999999995;0;1.426;0;-3.937;0;NaN;1;-61.175222999999995;0;NaN;1;-2.5907;0;NaN;1;0.41711000000000004;0;NaN;1;-0.14364000000000002;0;0.273476;0
2019;1;3;10;0;-19.235;0;4.192;0;-15.043;0;NaN;1;-61.175222999999995;0;NaN;1;-2.5907;0;NaN;1;0.41711000000000004;0;NaN;1;-0.14470999999999998;0;0.2724;0
2019;1;3;10;30;-23.676;0;9.249;0;-14.427;0;NaN;1;-64.05291700000001;0;NaN;1;-1.9517;0;NaN;1;0.40736;0;NaN;1;-0.11731;0;0.29004800000000003;0
2019;1;3;11;0;-1.774;0;11.968;0;10.193999999999999;0;NaN;1;-63.69756999999999;0;NaN;1;-1.9517;0;NaN;1;0.41205;0;NaN;1;-0.11599000000000001;0;0.296066;0
2019;1;3;11;30;-0.298;0;12.544;0;12.245999999999999;0;NaN;1;-61.62129300000001;0;NaN;1;-2.3945;0;NaN;1;0.42696000000000006;0;NaN;1;-0.14776;0;0.279202;0
2019;1;3;12;0;9.267999999999999;0;10.671;0;19.939;0;NaN;1;-63.325561;0;NaN;1;-2.1821;0;NaN;1;0.41565;0;NaN;1;-0.13036;0;0.285296;0
2019;1;3;12;30;10.777000000000001;0;8.129;0;18.906;0;NaN;1;-64.05291700000001;0;NaN;1;-1.9517;0;NaN;1;0.40736;0;NaN;1;-0.1153;0;0.292058;0
2019;1;3;13;0;11.315999999999999;0;4.998;0;16.314;0;NaN;1;-64.05291700000001;0;NaN;1;-1.9517;0;NaN;1;0.40736;0;NaN;1;-0.10847000000000001;0;0.298888;0
2019;1;3;13;30;10.745;0;1.006;0;11.751;0;NaN;1;-63.993442;0;NaN;1;-1.3463;0;NaN;1;0.38351;0;NaN;1;-0.073463;0;0.31005;0
2019;1;3;14;0;9.824;0;0.0;0;9.824;0;NaN;1;-63.1677;0;NaN;1;-1.4340000000000002;0;NaN;1;0.3935;0;NaN;1;-0.069596;0;0.32390399999999997;0
2019;1;3;14;30;8.913;0;0.0;0;8.913;0;NaN;1;-63.1677;0;NaN;1;-1.4340000000000002;0;NaN;1;0.3935;0;NaN;1;-0.06791900000000001;0;0.325581;0
2019;1;3;15;0;10.089;0;0.0;0;10.089;0;NaN;1;-60.824589;0;NaN;1;-1.9947;0;NaN;1;0.41218999999999995;0;NaN;1;-0.062391999999999996;0;0.349798;0
2019;1;3;15;30;11.535;0;0.0;0;11.535;0;-21.131999999999998;0;-21.1321;0;-1.9458;0;-1.9458;0;0.55919;0;0.55919;0;-0.18149;0;-0.18149;0;0.37769899999999995;0
2019;1;3;16;0;7.6610000000000005;0;0.0;0;7.6610000000000005;0;-37.57;0;-37.5697;0;-3.8884;0;-3.8884;0;0.69311;0;0.69311;0;-0.29049;0;-0.29049;0;0.402622;0
2019;1;3;16;30;7.226;0;0.0;0;7.226;0;-28.357;0;-28.3568;0;-2.3896;0;-2.3896;0;0.57553;0;0.57553;0;-0.1542;0;-0.1542;0;0.421335;0
2019;1;3;17;0;7.372999999999999;0;0.0;0;7.372999999999999;0;-25.601999999999997;0;-25.6018;0;-3.1289;0;-3.1289;0;0.53094;0;0.53094;0;-0.089499;0;-0.089499;0;0.441445;0
2019;1;3;17;30;7.275;0;0.0;0;7.275;0;NaN;1;-62.510498999999996;0;NaN;1;-3.6436;0;NaN;1;0.52671;0;NaN;1;-0.07294500000000001;0;0.45376400000000006;0
2019;1;3;18;0;6.572;0;0.0;0;6.572;0;NaN;1;-62.021551;0;NaN;1;-4.0089999999999995;0;NaN;1;0.54323;0;NaN;1;-0.07231599999999999;0;0.470918;0
2019;1;3;18;30;-3.577;0;0.0;0;-3.577;0;-67.007;0;-67.0074;0;-6.3487;0;-6.3487;0;0.59377;0;0.59377;0;-0.09103;0;-0.09103;0;0.502737;0
