9.000000000000000000e+00;1.874129505375272259e-02;4.752194534274571669e-02;8.403484326142003635e-02
9.250000000000000000e+00;2.300695225835213201e-02;5.029323127487626832e-02;8.851797255294549527e-02
9.500000000000000000e+00;2.806589333900453079e-02;5.290048835465186589e-02;9.203593918757409231e-02
9.750000000000000000e+00;3.401257256853314898e-02;5.236115151587433791e-02;9.431110005497939097e-02
1.000000000000000000e+01;4.094449547050829641e-02;5.434681283744525332e-02;9.803057895127234578e-02
1.025000000000000000e+01;4.942418092434831822e-02;5.660270823059582873e-02;1.009758024611689953e-01
1.050000000000000000e+01;5.936880410514951134e-02;5.865856608637932956e-02;1.030097457883846906e-01
1.075000000000000000e+01;7.055290194654609270e-02;5.757662954355302620e-02;1.041207168549162926e-01
1.100000000000000000e+01;8.328121773272888217e-02;5.923966029209685319e-02;1.035162362685228821e-01
1.125000000000000000e+01;9.765434295735359038e-02;6.097532933036315522e-02;1.024993571019366112e-01
1.150000000000000000e+01;1.127686448675384728e-01;6.201022804790719961e-02;1.013310893849023037e-01
1.175000000000000000e+01;1.275569805392355038e-01;6.111831618777775060e-02;9.944655390567549991e-02
1.200000000000000000e+01;1.425920690468105989e-01;6.247218043727210263e-02;9.693357942796365645e-02
1.225000000000000000e+01;1.562751300532275733e-01;6.363092263790975922e-02;9.223408240154330751e-02
1.250000000000000000e+01;1.673973978122537398e-01;6.346022502385510744e-02;8.833089613714754929e-02
1.275000000000000000e+01;1.769032864257741311e-01;6.371782074981280353e-02;8.476920309678689924e-02
1.300000000000000000e+01;1.830579918751159829e-01;6.451266712560754790e-02;8.093848780331738824e-02
1.325000000000000000e+01;1.858177158841216592e-01;6.372163839773976879e-02;7.561148074641858841e-02
1.350000000000000000e+01;1.872485280043183209e-01;6.074696363330341770e-02;7.049875315554066102e-02
1.375000000000000000e+01;1.848779742836903772e-01;6.139257976224898883e-02;6.659946230288227298e-02
1.400000000000000000e+01;1.812649402439544810e-01;6.154192527934987389e-02;6.268913932319268578e-02
1.425000000000000000e+01;1.743637467112290340e-01;5.941497533550438997e-02;5.750807777337027527e-02
1.450000000000000000e+01;1.657507996639712156e-01;5.969124512548384942e-02;5.369444662435700344e-02
1.475000000000000000e+01;1.571799125623059290e-01;5.933635360562869443e-02;5.015023478701131909e-02
1.500000000000000000e+01;1.464796038222096475e-01;5.609437350145098089e-02;4.567032790730142511e-02
1.525000000000000000e+01;1.365714377879516939e-01;5.604409270349824945e-02;4.208781086006765232e-02
1.550000000000000000e+01;1.250126352507317795e-01;5.444570633389547720e-02;3.908700982129224150e-02
1.575000000000000000e+01;1.138366791750625995e-01;5.090040695769178225e-02;3.486731829734355387e-02
1.600000000000000000e+01;1.028271811106475087e-01;5.062167702712568745e-02;3.218875298261345691e-02
1.625000000000000000e+01;8.963234411804051061e-02;4.751029981892532228e-02;2.897864013565259675e-02
1.650000000000000000e+01;7.962420903676320494e-02;4.548912337388525545e-02;2.585765946082197939e-02
1.675000000000000000e+01;6.734057479739127827e-02;4.474237582244432188e-02;2.346139927855372259e-02
1.700000000000000000e+01;5.662540064502171594e-02;4.138453716774345703e-02;2.042761074163779167e-02
1.725000000000000000e+01;4.731871217710428845e-02;4.086456858492884536e-02;1.842787003879102145e-02
1.750000000000000000e+01;3.808064104628906821e-02;3.907722413119481958e-02;1.591937611297396596e-02
1.775000000000000000e+01;2.753283907772061459e-02;3.793890577739184727e-02;1.373093316922277887e-02
1.800000000000000000e+01;2.085984180261758747e-02;3.607124190028585670e-02;1.172481300766598997e-02
1.825000000000000000e+01;1.486958999669690980e-02;3.386542181794802153e-02;1.019397624166913305e-02
1.850000000000000000e+01;1.024834351556259786e-02;3.262464483473782872e-02;8.990132577850003595e-03
1.875000000000000000e+01;6.829015429414581062e-03;3.055521529124084409e-02;7.734702864326242940e-03
1.900000000000000000e+01;4.431391618521933126e-03;2.960444836959814571e-02;5.836266242852277027e-03
1.925000000000000000e+01;2.448128879477513755e-03;2.811915062294665854e-02;5.123844385820224522e-03
1.950000000000000000e+01;1.813873463308820697e-03;2.673220047115448805e-02;3.965826682299690258e-03
1.975000000000000000e+01;8.603071484396865830e-04;2.454435607521051124e-02;3.146915732761546014e-03
2.000000000000000000e+01;4.369479945326146578e-04;2.334439021430342528e-02;2.522444446005979533e-03
2.025000000000000000e+01;3.046615109236529973e-05;2.208144934975506818e-02;1.893531301679964376e-03
2.050000000000000000e+01;0.000000000000000000e+00;2.142908678239191164e-02;1.675889578097816213e-03
2.075000000000000000e+01;0.000000000000000000e+00;2.061753661717739133e-02;1.320692799000578854e-03
2.100000000000000000e+01;0.000000000000000000e+00;1.637384405878388946e-02;9.723674819344595936e-04
2.125000000000000000e+01;0.000000000000000000e+00;1.528268357583083444e-02;8.989301734668311101e-04
2.150000000000000000e+01;0.000000000000000000e+00;1.408686314007272060e-02;8.306068077341256881e-04
2.175000000000000000e+01;0.000000000000000000e+00;1.237214128857471417e-02;7.671111104769707872e-04
2.200000000000000000e+01;0.000000000000000000e+00;1.187546181720978630e-02;3.208831822848203191e-04
2.225000000000000000e+01;0.000000000000000000e+00;1.135601879624319709e-02;0.000000000000000000e+00
2.250000000000000000e+01;0.000000000000000000e+00;9.613473869611439265e-03;0.000000000000000000e+00
2.275000000000000000e+01;0.000000000000000000e+00;8.118835749559112289e-03;0.000000000000000000e+00
2.300000000000000000e+01;0.000000000000000000e+00;7.471398233291139633e-03;0.000000000000000000e+00
2.325000000000000000e+01;0.000000000000000000e+00;7.214388333160182132e-03;0.000000000000000000e+00
2.350000000000000000e+01;0.000000000000000000e+00;6.959663432032690486e-03;0.000000000000000000e+00
2.375000000000000000e+01;0.000000000000000000e+00;6.707996925399715114e-03;0.000000000000000000e+00
2.400000000000000000e+01;0.000000000000000000e+00;6.460058521246184529e-03;0.000000000000000000e+00
2.425000000000000000e+01;0.000000000000000000e+00;4.591661546283844902e-03;0.000000000000000000e+00
2.450000000000000000e+01;0.000000000000000000e+00;4.750611440269397000e-03;0.000000000000000000e+00
2.475000000000000000e+01;0.000000000000000000e+00;2.226317317520894352e-03;0.000000000000000000e+00
2.500000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
