0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
2.500000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;3.215094503169016956e-06;1.865974703674993726e-02;4.962078525959192840e-03
7.500000000000000000e-01;1.190610035614588474e-05;4.120768566531463062e-02;1.052919488912436655e-02
1.000000000000000000e+00;2.382254125321164284e-05;5.845072202780372816e-02;1.451538007968111027e-02
1.250000000000000000e+00;3.548496622035991424e-05;6.840631195680364762e-02;1.622332200917087075e-02
1.500000000000000000e+00;4.653038285422037587e-05;7.261558901803225052e-02;1.990049345915215553e-02
1.750000000000000000e+00;5.686021056996349188e-05;6.931593723084071568e-02;2.483463748020999645e-02
2.000000000000000000e+00;6.515170411151402128e-05;6.736496269628315658e-02;2.922460695753392040e-02
2.250000000000000000e+00;7.488742575162932148e-05;6.363133544083068860e-02;3.186618570472068285e-02
2.500000000000000000e+00;1.022726790077242460e-04;5.135036162295906342e-02;3.363805515125471018e-02
2.750000000000000000e+00;1.531474971723902686e-04;5.231310574120665025e-02;3.655716410306759229e-02
3.000000000000000000e+00;2.160284788004047864e-04;5.273251066979797730e-02;3.985794238710373832e-02
3.250000000000000000e+00;2.869113160063142061e-04;4.527389395317125281e-02;4.233552043350571892e-02
3.500000000000000000e+00;3.734557103171432337e-04;4.287366676119238468e-02;4.417451436812501464e-02
3.750000000000000000e+00;4.717683344184102410e-04;4.416516403666208290e-02;4.528348969428155207e-02
4.000000000000000000e+00;5.654977012626489531e-04;4.511741135023338012e-02;4.569275357269453330e-02
4.250000000000000000e+00;7.201095160104096669e-04;4.104194887376718531e-02;4.719849836084587247e-02
4.500000000000000000e+00;9.396083514207803676e-04;3.864690581371060807e-02;4.821770400403314200e-02
4.750000000000000000e+00;1.201240688024353322e-03;3.987623375229133738e-02;4.871889122507488956e-02
5.000000000000000000e+00;1.482765661753796330e-03;4.086980225868458438e-02;4.884624773510754664e-02
5.250000000000000000e+00;1.756467674292515541e-03;4.020753500696651328e-02;4.923430805987667747e-02
5.500000000000000000e+00;2.023908033663298321e-03;3.464301140446109095e-02;4.974627562699383138e-02
5.750000000000000000e+00;2.318577361288238093e-03;3.592519898330726741e-02;5.094636432917896279e-02
6.000000000000000000e+00;2.657605016797489565e-03;3.710228395514011263e-02;4.981490637904380930e-02
6.250000000000000000e+00;3.059111184839550125e-03;3.825212237034795321e-02;5.143063693607539955e-02
6.500000000000000000e+00;3.501220506888941177e-03;3.579677358183704083e-02;5.407305868739743782e-02
6.750000000000000000e+00;4.027332605236827456e-03;3.592211777791592953e-02;5.677873548256676811e-02
7.000000000000000000e+00;4.699926964822203138e-03;3.762664546350104333e-02;5.935139975292798992e-02
7.250000000000000000e+00;5.467040424928552682e-03;3.940442775861055513e-02;6.184200033226307930e-02
7.500000000000000000e+00;6.403044706168219483e-03;3.979149999596360426e-02;6.447110375859746445e-02
7.750000000000000000e+00;7.482693096898036800e-03;3.841264851676349373e-02;6.726241327741638854e-02
8.000000000000000000e+00;8.868825595248500115e-03;4.100347537098272127e-02;6.683076585150489468e-02
8.250000000000000000e+00;1.063415412332902737e-02;4.364432167927552453e-02;7.072479417976523797e-02
8.500000000000000000e+00;1.286020106717756899e-02;4.629441628920964724e-02;7.502674385926025313e-02
8.750000000000000000e+00;1.559128890418428823e-02;4.465181018938294000e-02;7.947839057105586524e-02
